model,T,num_blocks,num_layers,num_quantized_layers,bytes_per_element,weight_bytes_per_element,activation_bytes_per_element,cache_output_bytes_per_element,baseline_bytes,cached_bytes,reduction_ratio,baseline_bytes_per_step,cached_bytes_per_step,global_cim_max_dim,global_cim_max_array_size,s3_cache_storage_bytes,baseline_readable,baseline_KB,baseline_MB,baseline_GB,cached_readable,cached_KB,cached_MB,cached_GB,baseline_per_step_readable,baseline_per_step_KB,baseline_per_step_MB,baseline_per_step_GB,cached_per_step_readable,cached_per_step_KB,cached_per_step_MB,cached_per_step_GB,global_cim_max_array_size_readable,global_cim_max_array_size_K,global_cim_max_array_size_M,s3_cache_storage_readable,s3_cache_storage_KB,s3_cache_storage_MB,s3_cache_storage_GB
dit_xl2,150,28,140,0,4,4,4,4,440971776000,170299100160,0.6138095238095238,2939811840.0,1135327334.4,6912,7962624,33030144,"410.6870 GB (440,971,776,000 B)",430636500.0,420543.45703125,410.6869697570801,"158.6034 GB (170,299,100,160 B)",166307715.0,162409.8779296875,158.60339641571045,"2.7379 GB (2,939,811,840 B)",2870910.0,2803.623046875,2.737913131713867,"1.0574 GB (1,135,327,334 B)",1108718.1,1082.73251953125,1.0573559761047364,"7,962,624 cells",7962.624,7.962624,"31.5000 MB (33,030,144 B)",32256.0,31.5,0.03076171875
